,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation,total_suicides_no,country_yearly_population,country_yearly_suicides
638,Poland,2010,male,75+ years,256,811273,31.56,Poland2010,0.8290000000000001,"479,321,460,551",13304,Silent,59658,36027791,6357
639,Poland,2010,male,25-34 years,806,3151996,25.57,Poland2010,0.8290000000000001,"479,321,460,551",13304,Generation X,59658,36027791,6357
640,Poland,2010,male,15-24 years,547,2706883,20.21,Poland2010,0.8290000000000001,"479,321,460,551",13304,Millenials,59658,36027791,6357
641,Poland,2010,female,55-74 years,313,4286710,7.3,Poland2010,0.8290000000000001,"479,321,460,551",13304,Silent,59658,36027791,6357
642,Poland,2010,female,35-54 years,301,5221636,5.76,Poland2010,0.8290000000000001,"479,321,460,551",13304,Generation X,59658,36027791,6357
643,Poland,2010,female,75+ years,94,1637613,5.74,Poland2010,0.8290000000000001,"479,321,460,551",13304,Silent,59658,36027791,6357
644,Poland,2010,female,25-34 years,77,3050097,2.52,Poland2010,0.8290000000000001,"479,321,460,551",13304,Generation X,59658,36027791,6357
645,Poland,2010,female,15-24 years,49,2596537,1.89,Poland2010,0.8290000000000001,"479,321,460,551",13304,Millenials,59658,36027791,6357
646,Poland,2010,male,5-14 years,10,1944345,0.51,Poland2010,0.8290000000000001,"479,321,460,551",13304,Generation Z,59658,36027791,6357
647,Poland,2010,female,5-14 years,6,1846837,0.32,Poland2010,0.8290000000000001,"479,321,460,551",13304,Generation Z,59658,36027791,6357
648,Poland,2011,male,55-74 years,1579,3655347,43.2,Poland2011,0.833,"528,832,185,770",14686,Boomers,59658,36008237,6113
649,Poland,2011,male,35-54 years,2205,5201212,42.39,Poland2011,0.833,"528,832,185,770",14686,Generation X,59658,36008237,6113
650,Poland,2011,male,75+ years,268,833306,32.16,Poland2011,0.833,"528,832,185,770",14686,Silent,59658,36008237,6113
651,Poland,2011,male,25-34 years,769,3156400,24.36,Poland2011,0.833,"528,832,185,770",14686,Millenials,59658,36008237,6113
652,Poland,2011,male,15-24 years,515,2616051,19.69,Poland2011,0.833,"528,832,185,770",14686,Millenials,59658,36008237,6113
653,Poland,2011,female,55-74 years,276,4392879,6.28,Poland2011,0.833,"528,832,185,770",14686,Boomers,59658,36008237,6113
654,Poland,2011,female,35-54 years,275,5189683,5.3,Poland2011,0.833,"528,832,185,770",14686,Generation X,59658,36008237,6113
655,Poland,2011,female,75+ years,83,1674929,4.96,Poland2011,0.833,"528,832,185,770",14686,Silent,59658,36008237,6113
656,Poland,2011,female,15-24 years,58,2507255,2.31,Poland2011,0.833,"528,832,185,770",14686,Millenials,59658,36008237,6113
657,Poland,2011,female,25-34 years,64,3052661,2.1,Poland2011,0.833,"528,832,185,770",14686,Millenials,59658,36008237,6113
658,Poland,2011,male,5-14 years,17,1912411,0.89,Poland2011,0.833,"528,832,185,770",14686,Generation Z,59658,36008237,6113
659,Poland,2011,female,5-14 years,4,1816103,0.22,Poland2011,0.833,"528,832,185,770",14686,Generation Z,59658,36008237,6113
660,Poland,2012,male,55-74 years,1708,3762189,45.4,Poland2012,0.838,"500,360,816,828",13894,Boomers,59658,36013446,6368
661,Poland,2012,male,35-54 years,2182,5186397,42.07,Poland2012,0.838,"500,360,816,828",13894,Generation X,59658,36013446,6368
662,Poland,2012,male,75+ years,290,854366,33.94,Poland2012,0.838,"500,360,816,828",13894,Silent,59658,36013446,6368
663,Poland,2012,male,25-34 years,857,3139373,27.3,Poland2012,0.838,"500,360,816,828",13894,Millenials,59658,36013446,6368
664,Poland,2012,male,15-24 years,509,2533873,20.09,Poland2012,0.838,"500,360,816,828",13894,Millenials,59658,36013446,6368
665,Poland,2012,female,55-74 years,312,4497710,6.94,Poland2012,0.838,"500,360,816,828",13894,Boomers,59658,36013446,6368
666,Poland,2012,female,75+ years,103,1710969,6.02,Poland2012,0.838,"500,360,816,828",13894,Silent,59658,36013446,6368
667,Poland,2012,female,35-54 years,266,5166397,5.15,Poland2012,0.838,"500,360,816,828",13894,Generation X,59658,36013446,6368
668,Poland,2012,female,15-24 years,59,2427848,2.43,Poland2012,0.838,"500,360,816,828",13894,Millenials,59658,36013446,6368
669,Poland,2012,female,25-34 years,66,3034343,2.18,Poland2012,0.838,"500,360,816,828",13894,Millenials,59658,36013446,6368
670,Poland,2012,male,5-14 years,12,1898168,0.63,Poland2012,0.838,"500,360,816,828",13894,Generation Z,59658,36013446,6368
671,Poland,2012,female,5-14 years,4,1801813,0.22,Poland2012,0.838,"500,360,816,828",13894,Generation Z,59658,36013446,6368
672,Poland,2013,male,55-74 years,1755,3866967,45.38,Poland2013,0.84,"524,234,322,597",14552,Boomers,59658,36023694,6218
673,Poland,2013,male,35-54 years,2013,5168551,38.95,Poland2013,0.84,"524,234,322,597",14552,Generation X,59658,36023694,6218
674,Poland,2013,male,75+ years,287,869774,33.0,Poland2013,0.84,"524,234,322,597",14552,Silent,59658,36023694,6218
675,Poland,2013,male,25-34 years,810,3124764,25.92,Poland2013,0.84,"524,234,322,597",14552,Millenials,59658,36023694,6218
676,Poland,2013,male,15-24 years,497,2443545,20.34,Poland2013,0.84,"524,234,322,597",14552,Millenials,59658,36023694,6218
677,Poland,2013,female,55-74 years,329,4603966,7.15,Poland2013,0.84,"524,234,322,597",14552,Boomers,59658,36023694,6218
678,Poland,2013,female,35-54 years,281,5138869,5.47,Poland2013,0.84,"524,234,322,597",14552,Generation X,59658,36023694,6218
679,Poland,2013,female,75+ years,88,1736478,5.07,Poland2013,0.84,"524,234,322,597",14552,Silent,59658,36023694,6218
680,Poland,2013,female,15-24 years,63,2339251,2.69,Poland2013,0.84,"524,234,322,597",14552,Millenials,59658,36023694,6218
681,Poland,2013,female,25-34 years,72,3014277,2.39,Poland2013,0.84,"524,234,322,597",14552,Millenials,59658,36023694,6218
682,Poland,2013,male,5-14 years,16,1906361,0.84,Poland2013,0.84,"524,234,322,597",14552,Generation Z,59658,36023694,6218
683,Poland,2013,female,5-14 years,7,1810891,0.39,Poland2013,0.84,"524,234,322,597",14552,Generation Z,59658,36023694,6218
684,Poland,2014,male,55-74 years,1606,3963821,40.52,Poland2014,0.843,"545,179,584,720",15119,Boomers,59658,36059630,5934
685,Poland,2014,male,35-54 years,1949,5170670,37.69,Poland2014,0.843,"545,179,584,720",15119,Generation X,59658,36059630,5934
686,Poland,2014,male,75+ years,268,888229,30.17,Poland2014,0.843,"545,179,584,720",15119,Silent,59658,36059630,5934
687,Poland,2014,male,25-34 years,764,3087300,24.75,Poland2014,0.843,"545,179,584,720",15119,Millenials,59658,36059630,5934
688,Poland,2014,male,15-24 years,527,2357793,22.35,Poland2014,0.843,"545,179,584,720",15119,Millenials,59658,36059630,5934
689,Poland,2014,female,55-74 years,314,4699033,6.68,Poland2014,0.843,"545,179,584,720",15119,Boomers,59658,36059630,5934
690,Poland,2014,female,35-54 years,262,5129255,5.11,Poland2014,0.843,"545,179,584,720",15119,Generation X,59658,36059630,5934
691,Poland,2014,female,75+ years,79,1768411,4.47,Poland2014,0.843,"545,179,584,720",15119,Silent,59658,36059630,5934
692,Poland,2014,female,15-24 years,71,2256197,3.15,Poland2014,0.843,"545,179,584,720",15119,Millenials,59658,36059630,5934
693,Poland,2014,female,25-34 years,81,2975936,2.72,Poland2014,0.843,"545,179,584,720",15119,Millenials,59658,36059630,5934
694,Poland,2014,male,5-14 years,9,1929147,0.47,Poland2014,0.843,"545,179,584,720",15119,Generation Z,59658,36059630,5934
695,Poland,2014,female,5-14 years,4,1833838,0.22,Poland2014,0.843,"545,179,584,720",15119,Generation Z,59658,36059630,5934
696,Poland,2015,male,55-74 years,1524,4043381,37.69,Poland2015,,"477,355,617,456",13228,Boomers,59658,36086575,5420
697,Poland,2015,male,35-54 years,1665,5194280,32.05,Poland2015,,"477,355,617,456",13228,Generation X,59658,36086575,5420
698,Poland,2015,male,75+ years,288,902310,31.92,Poland2015,,"477,355,617,456",13228,Silent,59658,36086575,5420
699,Poland,2015,male,25-34 years,768,3043082,25.24,Poland2015,,"477,355,617,456",13228,Millenials,59658,36086575,5420
700,Poland,2015,male,15-24 years,440,2274111,19.35,Poland2015,,"477,355,617,456",13228,Millenials,59658,36086575,5420
701,Poland,2015,female,55-74 years,251,4778252,5.25,Poland2015,,"477,355,617,456",13228,Boomers,59658,36086575,5420
702,Poland,2015,female,35-54 years,256,5143247,4.98,Poland2015,,"477,355,617,456",13228,Generation X,59658,36086575,5420
703,Poland,2015,female,75+ years,77,1790695,4.3,Poland2015,,"477,355,617,456",13228,Silent,59658,36086575,5420
704,Poland,2015,female,15-24 years,61,2176442,2.8,Poland2015,,"477,355,617,456",13228,Millenials,59658,36086575,5420
705,Poland,2015,female,25-34 years,71,2931931,2.42,Poland2015,,"477,355,617,456",13228,Millenials,59658,36086575,5420
706,Poland,2015,male,5-14 years,12,1953588,0.61,Poland2015,,"477,355,617,456",13228,Generation Z,59658,36086575,5420
707,Poland,2015,female,5-14 years,7,1855256,0.38,Poland2015,,"477,355,617,456",13228,Generation Z,59658,36086575,5420
708,Republic of Korea,2006,male,75+ years,722,466922,154.63,Republic of Korea2006,,"1,011,797,457,139",21753,Silent,138480,46513964,10653
709,Republic of Korea,2006,male,55-74 years,2506,3379258,74.16,Republic of Korea2006,,"1,011,797,457,139",21753,Silent,138480,46513964,10653
710,Republic of Korea,2006,female,75+ years,700,995303,70.33,Republic of Korea2006,,"1,011,797,457,139",21753,Silent,138480,46513964,10653
711,Republic of Korea,2006,male,35-54 years,2878,8129944,35.4,Republic of Korea2006,,"1,011,797,457,139",21753,Boomers,138480,46513964,10653
712,Republic of Korea,2006,female,55-74 years,895,3899641,22.95,Republic of Korea2006,,"1,011,797,457,139",21753,Silent,138480,46513964,10653
713,Republic of Korea,2006,male,25-34 years,764,4206010,18.16,Republic of Korea2006,,"1,011,797,457,139",21753,Generation X,138480,46513964,10653
714,Republic of Korea,2006,female,35-54 years,1036,7878811,13.15,Republic of Korea2006,,"1,011,797,457,139",21753,Boomers,138480,46513964,10653
715,Republic of Korea,2006,female,25-34 years,490,4032326,12.15,Republic of Korea2006,,"1,011,797,457,139",21753,Generation X,138480,46513964,10653
716,Republic of Korea,2006,male,15-24 years,342,3529544,9.69,Republic of Korea2006,,"1,011,797,457,139",21753,Millenials,138480,46513964,10653
717,Republic of Korea,2006,female,15-24 years,285,3240878,8.79,Republic of Korea2006,,"1,011,797,457,139",21753,Millenials,138480,46513964,10653
718,Republic of Korea,2006,female,5-14 years,20,3194081,0.63,Republic of Korea2006,,"1,011,797,457,139",21753,Millenials,138480,46513964,10653
719,Republic of Korea,2006,male,5-14 years,15,3561246,0.42,Republic of Korea2006,,"1,011,797,457,139",21753,Millenials,138480,46513964,10653
720,Republic of Korea,2007,male,75+ years,860,497517,172.86,Republic of Korea2007,,"1,122,679,154,632",23982,Silent,138480,46814207,12174
721,Republic of Korea,2007,male,55-74 years,2553,3510578,72.72,Republic of Korea2007,,"1,122,679,154,632",23982,Silent,138480,46814207,12174
722,Republic of Korea,2007,female,75+ years,743,1052764,70.58,Republic of Korea2007,,"1,122,679,154,632",23982,Silent,138480,46814207,12174
723,Republic of Korea,2007,male,35-54 years,2902,8320051,34.88,Republic of Korea2007,,"1,122,679,154,632",23982,Boomers,138480,46814207,12174
724,Republic of Korea,2007,female,55-74 years,984,4009684,24.54,Republic of Korea2007,,"1,122,679,154,632",23982,Silent,138480,46814207,12174
725,Republic of Korea,2007,male,25-34 years,997,4158963,23.97,Republic of Korea2007,,"1,122,679,154,632",23982,Generation X,138480,46814207,12174
726,Republic of Korea,2007,female,25-34 years,908,3988315,22.77,Republic of Korea2007,,"1,122,679,154,632",23982,Generation X,138480,46814207,12174
727,Republic of Korea,2007,female,35-54 years,1297,8058659,16.09,Republic of Korea2007,,"1,122,679,154,632",23982,Boomers,138480,46814207,12174
728,Republic of Korea,2007,female,15-24 years,467,3173279,14.72,Republic of Korea2007,,"1,122,679,154,632",23982,Millenials,138480,46814207,12174
729,Republic of Korea,2007,male,15-24 years,410,3478791,11.79,Republic of Korea2007,,"1,122,679,154,632",23982,Millenials,138480,46814207,12174
730,Republic of Korea,2007,female,5-14 years,28,3108585,0.9,Republic of Korea2007,,"1,122,679,154,632",23982,Generation Z,138480,46814207,12174
731,Republic of Korea,2007,male,5-14 years,25,3457021,0.72,Republic of Korea2007,,"1,122,679,154,632",23982,Generation Z,138480,46814207,12174
732,Republic of Korea,2008,male,75+ years,828,534462,154.92,Republic of Korea2008,,"1,002,219,052,968",21278,Silent,138480,47101747,12858
733,Republic of Korea,2008,male,55-74 years,2686,3658864,73.41,Republic of Korea2008,,"1,002,219,052,968",21278,Silent,138480,47101747,12858
734,Republic of Korea,2008,female,75+ years,755,1118039,67.53,Republic of Korea2008,,"1,002,219,052,968",21278,Silent,138480,47101747,12858
735,Republic of Korea,2008,male,35-54 years,3265,8479364,38.51,Republic of Korea2008,,"1,002,219,052,968",21278,Boomers,138480,47101747,12858
736,Republic of Korea,2008,female,25-34 years,943,3931977,23.98,Republic of Korea2008,,"1,002,219,052,968",21278,Generation X,138480,47101747,12858
737,Republic of Korea,2008,male,25-34 years,977,4106089,23.79,Republic of Korea2008,,"1,002,219,052,968",21278,Generation X,138480,47101747,12858
738,Republic of Korea,2008,female,55-74 years,964,4138869,23.29,Republic of Korea2008,,"1,002,219,052,968",21278,Silent,138480,47101747,12858
739,Republic of Korea,2008,female,35-54 years,1500,8209985,18.27,Republic of Korea2008,,"1,002,219,052,968",21278,Boomers,138480,47101747,12858
740,Republic of Korea,2008,male,15-24 years,481,3456651,13.92,Republic of Korea2008,,"1,002,219,052,968",21278,Millenials,138480,47101747,12858
741,Republic of Korea,2008,female,15-24 years,410,3128527,13.11,Republic of Korea2008,,"1,002,219,052,968",21278,Millenials,138480,47101747,12858
742,Republic of Korea,2008,female,5-14 years,26,3008336,0.86,Republic of Korea2008,,"1,002,219,052,968",21278,Generation Z,138480,47101747,12858
743,Republic of Korea,2008,male,5-14 years,23,3330584,0.69,Republic of Korea2008,,"1,002,219,052,968",21278,Generation Z,138480,47101747,12858
744,Republic of Korea,2009,male,75+ years,1006,578635,173.86,Republic of Korea2009,,"901,934,953,365",19036,Silent,138480,47380017,15402
745,Republic of Korea,2009,male,55-74 years,3025,3806592,79.47,Republic of Korea2009,,"901,934,953,365",19036,Silent,138480,47380017,15402
746,Republic of Korea,2009,female,75+ years,920,1191463,77.22,Republic of Korea2009,,"901,934,953,365",19036,Silent,138480,47380017,15402
747,Republic of Korea,2009,male,35-54 years,4048,8621339,46.95,Republic of Korea2009,,"901,934,953,365",19036,Boomers,138480,47380017,15402
748,Republic of Korea,2009,male,25-34 years,1260,4022361,31.32,Republic of Korea2009,,"901,934,953,365",19036,Generation X,138480,47380017,15402
749,Republic of Korea,2009,female,25-34 years,1121,3844207,29.16,Republic of Korea2009,,"901,934,953,365",19036,Generation X,138480,47380017,15402
750,Republic of Korea,2009,female,55-74 years,1152,4264449,27.01,Republic of Korea2009,,"901,934,953,365",19036,Silent,138480,47380017,15402
751,Republic of Korea,2009,female,35-54 years,1780,8350429,21.32,Republic of Korea2009,,"901,934,953,365",19036,Boomers,138480,47380017,15402
752,Republic of Korea,2009,male,15-24 years,549,3472834,15.81,Republic of Korea2009,,"901,934,953,365",19036,Millenials,138480,47380017,15402
753,Republic of Korea,2009,female,15-24 years,460,3120462,14.74,Republic of Korea2009,,"901,934,953,365",19036,Millenials,138480,47380017,15402
754,Republic of Korea,2009,female,5-14 years,42,2908040,1.44,Republic of Korea2009,,"901,934,953,365",19036,Generation Z,138480,47380017,15402
755,Republic of Korea,2009,male,5-14 years,39,3199206,1.22,Republic of Korea2009,,"901,934,953,365",19036,Generation Z,138480,47380017,15402
756,Republic of Korea,2010,male,75+ years,1152,631853,182.32,Republic of Korea2010,,"1,094,499,338,703",22994,Silent,138480,47598615,15558
757,Republic of Korea,2010,male,55-74 years,3298,3986626,82.73,Republic of Korea2010,,"1,094,499,338,703",22994,Silent,138480,47598615,15558
758,Republic of Korea,2010,female,75+ years,914,1275018,71.69,Republic of Korea2010,,"1,094,499,338,703",22994,Silent,138480,47598615,15558
759,Republic of Korea,2010,male,35-54 years,4050,8681362,46.65,Republic of Korea2010,,"1,094,499,338,703",22994,Generation X,138480,47598615,15558
760,Republic of Korea,2010,male,25-34 years,1301,3936496,33.05,Republic of Korea2010,,"1,094,499,338,703",22994,Generation X,138480,47598615,15558
761,Republic of Korea,2010,female,55-74 years,1200,4424476,27.12,Republic of Korea2010,,"1,094,499,338,703",22994,Silent,138480,47598615,15558
762,Republic of Korea,2010,female,25-34 years,972,3756347,25.88,Republic of Korea2010,,"1,094,499,338,703",22994,Generation X,138480,47598615,15558
763,Republic of Korea,2010,female,35-54 years,1745,8411310,20.75,Republic of Korea2010,,"1,094,499,338,703",22994,Generation X,138480,47598615,15558
764,Republic of Korea,2010,male,15-24 years,493,3509674,14.05,Republic of Korea2010,,"1,094,499,338,703",22994,Millenials,138480,47598615,15558
765,Republic of Korea,2010,female,15-24 years,372,3137470,11.86,Republic of Korea2010,,"1,094,499,338,703",22994,Millenials,138480,47598615,15558
766,Republic of Korea,2010,female,5-14 years,34,2793259,1.22,Republic of Korea2010,,"1,094,499,338,703",22994,Generation Z,138480,47598615,15558
767,Republic of Korea,2010,male,5-14 years,27,3054724,0.88,Republic of Korea2010,,"1,094,499,338,703",22994,Generation Z,138480,47598615,15558
768,Republic of Korea,2011,male,75+ years,1276,688365,185.37,Republic of Korea2011,,"1,202,463,682,634",25157,Silent,138480,47798017,15906
769,Republic of Korea,2011,male,55-74 years,3393,4177826,81.21,Republic of Korea2011,,"1,202,463,682,634",25157,Boomers,138480,47798017,15906
770,Republic of Korea,2011,female,75+ years,894,1360809,65.7,Republic of Korea2011,,"1,202,463,682,634",25157,Silent,138480,47798017,15906
771,Republic of Korea,2011,male,35-54 years,4255,8696946,48.93,Republic of Korea2011,,"1,202,463,682,634",25157,Generation X,138480,47798017,15906
772,Republic of Korea,2011,male,25-34 years,1384,3868804,35.77,Republic of Korea2011,,"1,202,463,682,634",25157,Millenials,138480,47798017,15906
773,Republic of Korea,2011,female,55-74 years,1178,4598818,25.62,Republic of Korea2011,,"1,202,463,682,634",25157,Boomers,138480,47798017,15906
774,Republic of Korea,2011,female,25-34 years,901,3682791,24.47,Republic of Korea2011,,"1,202,463,682,634",25157,Millenials,138480,47798017,15906
775,Republic of Korea,2011,female,35-54 years,1694,8426582,20.1,Republic of Korea2011,,"1,202,463,682,634",25157,Generation X,138480,47798017,15906
776,Republic of Korea,2011,male,15-24 years,528,3543608,14.9,Republic of Korea2011,,"1,202,463,682,634",25157,Millenials,138480,47798017,15906
777,Republic of Korea,2011,female,15-24 years,347,3161440,10.98,Republic of Korea2011,,"1,202,463,682,634",25157,Millenials,138480,47798017,15906
778,Republic of Korea,2011,male,5-14 years,30,2914466,1.03,Republic of Korea2011,,"1,202,463,682,634",25157,Generation Z,138480,47798017,15906
779,Republic of Korea,2011,female,5-14 years,26,2677562,0.97,Republic of Korea2011,,"1,202,463,682,634",25157,Generation Z,138480,47798017,15906
780,Republic of Korea,2012,male,75+ years,1137,745816,152.45,Republic of Korea2012,,"1,222,807,284,485",25464,Silent,138480,48020985,14159
781,Republic of Korea,2012,male,55-74 years,3039,4379584,69.39,Republic of Korea2012,,"1,222,807,284,485",25464,Boomers,138480,48020985,14159
782,Republic of Korea,2012,female,75+ years,887,1444622,61.4,Republic of Korea2012,,"1,222,807,284,485",25464,Silent,138480,48020985,14159
783,Republic of Korea,2012,male,35-54 years,3732,8693747,42.93,Republic of Korea2012,,"1,222,807,284,485",25464,Generation X,138480,48020985,14159
784,Republic of Korea,2012,male,25-34 years,1210,3795994,31.88,Republic of Korea2012,,"1,222,807,284,485",25464,Millenials,138480,48020985,14159
785,Republic of Korea,2012,female,55-74 years,1060,4778393,22.18,Republic of Korea2012,,"1,222,807,284,485",25464,Boomers,138480,48020985,14159
786,Republic of Korea,2012,female,25-34 years,733,3604570,20.34,Republic of Korea2012,,"1,222,807,284,485",25464,Millenials,138480,48020985,14159
787,Republic of Korea,2012,female,35-54 years,1539,8431939,18.25,Republic of Korea2012,,"1,222,807,284,485",25464,Generation X,138480,48020985,14159
788,Republic of Korea,2012,male,15-24 years,475,3573502,13.29,Republic of Korea2012,,"1,222,807,284,485",25464,Millenials,138480,48020985,14159
789,Republic of Korea,2012,female,15-24 years,299,3188031,9.38,Republic of Korea2012,,"1,222,807,284,485",25464,Millenials,138480,48020985,14159
790,Republic of Korea,2012,male,5-14 years,28,2802575,1.0,Republic of Korea2012,,"1,222,807,284,485",25464,Generation Z,138480,48020985,14159
791,Republic of Korea,2012,female,5-14 years,20,2582212,0.77,Republic of Korea2012,,"1,222,807,284,485",25464,Generation Z,138480,48020985,14159
792,Republic of Korea,2013,male,75+ years,1191,806960,147.59,Republic of Korea2013,,"1,305,604,981,272",27060,Silent,138480,48248224,14426
793,Republic of Korea,2013,male,55-74 years,3136,4595358,68.24,Republic of Korea2013,,"1,305,604,981,272",27060,Boomers,138480,48248224,14426
794,Republic of Korea,2013,female,75+ years,816,1531049,53.3,Republic of Korea2013,,"1,305,604,981,272",27060,Silent,138480,48248224,14426
795,Republic of Korea,2013,male,35-54 years,4112,8662051,47.47,Republic of Korea2013,,"1,305,604,981,272",27060,Generation X,138480,48248224,14426
796,Republic of Korea,2013,male,25-34 years,1126,3731895,30.17,Republic of Korea2013,,"1,305,604,981,272",27060,Millenials,138480,48248224,14426
797,Republic of Korea,2013,female,55-74 years,1004,4970200,20.2,Republic of Korea2013,,"1,305,604,981,272",27060,Boomers,138480,48248224,14426
798,Republic of Korea,2013,female,25-34 years,698,3536920,19.73,Republic of Korea2013,,"1,305,604,981,272",27060,Millenials,138480,48248224,14426
799,Republic of Korea,2013,female,35-54 years,1550,8407766,18.44,Republic of Korea2013,,"1,305,604,981,272",27060,Generation X,138480,48248224,14426
800,Republic of Korea,2013,male,15-24 years,473,3589652,13.18,Republic of Korea2013,,"1,305,604,981,272",27060,Millenials,138480,48248224,14426
801,Republic of Korea,2013,female,15-24 years,283,3205797,8.83,Republic of Korea2013,,"1,305,604,981,272",27060,Millenials,138480,48248224,14426
802,Republic of Korea,2013,male,5-14 years,21,2708467,0.78,Republic of Korea2013,,"1,305,604,981,272",27060,Generation Z,138480,48248224,14426
803,Republic of Korea,2013,female,5-14 years,16,2502109,0.64,Republic of Korea2013,,"1,305,604,981,272",27060,Generation Z,138480,48248224,14426
804,Republic of Korea,2014,male,75+ years,1090,875829,124.45,Republic of Korea2014,,"1,411,333,926,201",29120,Silent,138480,48465917,13834
805,Republic of Korea,2014,male,55-74 years,2952,4819912,61.25,Republic of Korea2014,,"1,411,333,926,201",29120,Boomers,138480,48465917,13834
806,Republic of Korea,2014,male,35-54 years,4085,8631486,47.33,Republic of Korea2014,,"1,411,333,926,201",29120,Generation X,138480,48465917,13834
807,Republic of Korea,2014,female,75+ years,721,1627234,44.31,Republic of Korea2014,,"1,411,333,926,201",29120,Silent,138480,48465917,13834
808,Republic of Korea,2014,male,25-34 years,1133,3662939,30.93,Republic of Korea2014,,"1,411,333,926,201",29120,Millenials,138480,48465917,13834
809,Republic of Korea,2014,female,25-34 years,643,3460437,18.58,Republic of Korea2014,,"1,411,333,926,201",29120,Millenials,138480,48465917,13834
810,Republic of Korea,2014,female,55-74 years,961,5173521,18.58,Republic of Korea2014,,"1,411,333,926,201",29120,Boomers,138480,48465917,13834
811,Republic of Korea,2014,female,35-54 years,1506,8376722,17.98,Republic of Korea2014,,"1,411,333,926,201",29120,Generation X,138480,48465917,13834
812,Republic of Korea,2014,male,15-24 years,453,3588494,12.62,Republic of Korea2014,,"1,411,333,926,201",29120,Millenials,138480,48465917,13834
813,Republic of Korea,2014,female,15-24 years,257,3209671,8.01,Republic of Korea2014,,"1,411,333,926,201",29120,Millenials,138480,48465917,13834
814,Republic of Korea,2014,male,5-14 years,22,2615352,0.84,Republic of Korea2014,,"1,411,333,926,201",29120,Generation Z,138480,48465917,13834
815,Republic of Korea,2014,female,5-14 years,11,2424320,0.45,Republic of Korea2014,,"1,411,333,926,201",29120,Generation Z,138480,48465917,13834
816,Republic of Korea,2015,male,75+ years,1329,944284,140.74,Republic of Korea2015,,"1,382,764,027,114",28410,Silent,138480,48671752,13510
817,Republic of Korea,2015,male,55-74 years,3123,5071921,61.57,Republic of Korea2015,,"1,382,764,027,114",28410,Boomers,138480,48671752,13510
818,Republic of Korea,2015,female,75+ years,750,1721418,43.57,Republic of Korea2015,,"1,382,764,027,114",28410,Silent,138480,48671752,13510
819,Republic of Korea,2015,male,35-54 years,3678,8593620,42.8,Republic of Korea2015,,"1,382,764,027,114",28410,Generation X,138480,48671752,13510
820,Republic of Korea,2015,male,25-34 years,988,3573299,27.65,Republic of Korea2015,,"1,382,764,027,114",28410,Millenials,138480,48671752,13510
821,Republic of Korea,2015,female,55-74 years,990,5412589,18.29,Republic of Korea2015,,"1,382,764,027,114",28410,Boomers,138480,48671752,13510
822,Republic of Korea,2015,female,25-34 years,572,3353452,17.06,Republic of Korea2015,,"1,382,764,027,114",28410,Millenials,138480,48671752,13510
823,Republic of Korea,2015,female,35-54 years,1372,8337331,16.46,Republic of Korea2015,,"1,382,764,027,114",28410,Generation X,138480,48671752,13510
824,Republic of Korea,2015,male,15-24 years,421,3580725,11.76,Republic of Korea2015,,"1,382,764,027,114",28410,Millenials,138480,48671752,13510
825,Republic of Korea,2015,female,15-24 years,256,3211732,7.97,Republic of Korea2015,,"1,382,764,027,114",28410,Millenials,138480,48671752,13510
826,Republic of Korea,2015,male,5-14 years,17,2523952,0.67,Republic of Korea2015,,"1,382,764,027,114",28410,Generation Z,138480,48671752,13510
827,Republic of Korea,2015,female,5-14 years,14,2347429,0.6,Republic of Korea2015,,"1,382,764,027,114",28410,Generation Z,138480,48671752,13510
828,Russian Federation,2006,male,75+ years,1701,1966649,86.49,Russian Federation2006,,"989,930,542,279",7313,Silent,334082,135357462,42614
829,Russian Federation,2006,male,25-34 years,7584,10691395,70.94,Russian Federation2006,,"989,930,542,279",7313,Generation X,334082,135357462,42614
830,Russian Federation,2006,male,35-54 years,14020,20336306,68.94,Russian Federation2006,,"989,930,542,279",7313,Boomers,334082,135357462,42614
831,Russian Federation,2006,male,55-74 years,6562,10054153,65.27,Russian Federation2006,,"989,930,542,279",7313,Silent,334082,135357462,42614
832,Russian Federation,2006,male,15-24 years,5319,12174930,43.69,Russian Federation2006,,"989,930,542,279",7313,Millenials,334082,135357462,42614
833,Russian Federation,2006,female,75+ years,1401,5646287,24.81,Russian Federation2006,,"989,930,542,279",7313,Silent,334082,135357462,42614
834,Russian Federation,2006,female,55-74 years,1719,15405634,11.16,Russian Federation2006,,"989,930,542,279",7313,Silent,334082,135357462,42614
835,Russian Federation,2006,female,35-54 years,2189,22545749,9.71,Russian Federation2006,,"989,930,542,279",7313,Boomers,334082,135357462,42614
836,Russian Federation,2006,female,25-34 years,974,10784340,9.03,Russian Federation2006,,"989,930,542,279",7313,Generation X,334082,135357462,42614
837,Russian Federation,2006,female,15-24 years,869,11819245,7.35,Russian Federation2006,,"989,930,542,279",7313,Millenials,334082,135357462,42614
838,Russian Federation,2006,male,5-14 years,201,7123987,2.82,Russian Federation2006,,"989,930,542,279",7313,Millenials,334082,135357462,42614
839,Russian Federation,2006,female,5-14 years,75,6808787,1.1,Russian Federation2006,,"989,930,542,279",7313,Millenials,334082,135357462,42614
840,Russian Federation,2007,male,75+ years,1660,2015773,82.35,Russian Federation2007,,"1,299,705,247,686",9643,Silent,334082,134778964,41149
